ISO 639-3,ISO 639-1,Language Name,Alternate Names
nao,,Naaba,
nap,,Neapolitan,Napolitano; Napulitano
naq,,Khoekhoe,Khoisan; Hottentot
nar,,Iguta,
nas,,Naasioi,
nat,,Ca̱hungwa̱rya̱,
nau,na,Nauru,
nav,nv,Navajo,
naw,,Nawuri,
nax,,Nakwi,
nay,,Narrinyeri,
naz,,Coatepec Nahuatl,
nba,,Nyemba,
nbb,,Ndoe,
nbc,,Chang Naga,
nbd,,Ngbinda,
nbe,,Konyak Naga,
nbg,,Nagarchal,
nbh,,Ngamo,
nbi,,Mao Naga,
nbj,,Ngarinman,
nbk,,Nake,
nbl,nr,South Ndebele,
nbm,,Ngbaka Ma'bo,
nbn,,Kuri,
nbo,,Nkukoli,
nbp,,Nnam,
nbq,,Nggem,
nbr,,Numana-Nunku-Gbantu-Numbu,
nbs,,Namibian Sign Language,
nbt,,Na,
nbu,,Rongmei Naga,
nbv,,Ngamambo,
nbw,,Southern Ngbandi,
nby,,Ningera,
nca,,Iyo,
ncb,,Central Nicobarese,
ncc,,Ponam,
ncd,,Nachering,
nce,,Yale,
ncf,,Notsi,
ncg,,Nisga'a,
nch,,Central Huasteca Nahuatl,
nci,,Classical Nahuatl,Aztec
ncj,,Northern Puebla Nahuatl,
nck,,Nakara,
ncl,,Michoacan Nahuatl,
ncm,,Nambo,
ncn,,Nauna,
nco,,Sibe,
ncq,,Northern Katang,
ncr,,Ncane,
ncs,,Nicaraguan Sign Language,
nct,,Chothe Naga,
ncu,,Chumburung,
ncx,,Central Puebla Nahuatl,
ncz,,Natchez,
nda,,Ndasa,
ndb,,Kenswei Nsei,
ndc,,Ndau,
ndd,,Nde-Nsele-Nta,
nde,nd,North Ndebele,
ndf,,Nadruvian,
ndg,,Ndengereko,
ndh,,Ndali,
ndi,,Samba Leko,
ndj,,Ndamba,
ndk,,Ndaka,
ndl,,Ndolo,
ndm,,Ndam,
ndn,,Ngundi,
ndo,ng,Ndonga,
ndp,,Ndo,
ndq,,Ndombe,
ndr,,Ndoola,
nds,,Low German,
ndt,,Ndunga,
ndu,,Dugun,
ndv,,Ndut,
ndw,,Ndobo,
ndx,,Nduga,
ndy,,Lutos,
ndz,,Ndogo,
nea,,Eastern Ngad'a,
neb,,Toura <Cote d'Ivoire>,
nec,,Nedebang,
ned,,Nde-Gbite,
nee,,Nelemwa-Nixumwak,
nef,,Nefamese,
neg,,Negidal,
neh,,Nyenkha,
nei,,Neo-Hittite,
nej,,Neko,
nek,,Neku,
nem,,Nemi,
nen,,Nengone,
neo,,Na-Meo,
nep,ne,Nepali,
neq,,North Central Mixe,
ner,,Yahadian,
nes,,Bhoti Kinnauri,
net,,Nete,
neu,,Neo,
nev,,Nyaheun,
new,,Newari,
nex,,Neme,
ney,,Neyo,
nez,,Nez Perce,
nfa,,Dhao,
nfd,,Ahwai,
nfl,,Ayiwo,
nfr,,Nafaanra,
nfu,,Mfumte,
nga,,Ngbaka,
ngb,,Northern Ngbandi,
ngc,,Ngombe <Democratic Republic of Congo>,
ngd,,Ngando <Central African Republic>,
nge,,Ngemba,
ngg,,Ngbaka Manza,
ngh,,N-u,
ngi,,Ngizim,
ngj,,Ngie,
ngk,,Dalabon,
ngl,,Lomwe,
ngm,,Ngatik Men's Creole,
ngn,,Ngwo,
ngo,,Ngoni,
ngp,,Ngulu,
ngq,,Ngurimi,
ngr,,Engdewu,
ngs,,Gvoko,
ngt,,Kriang,
ngu,,Guerrero Nahuatl,
ngv,,Nagumi,
ngw,,Ngwaba,
ngx,,Nggwahyi,
ngy,,Tibea,
ngz,,Ngungwel,
nha,,Nhanda,
nhb,,Beng,
nhc,,Tabasco Nahuatl,
nhd,,Chiripa,
nhe,,Eastern Huasteca Nahuatl,
nhf,,Nhuwala,
nhg,,Tetelcingo Nahuatl,
nhh,,Nahari,
nhi,,Zacatlan-Ahuacatlan-Tepetzintla Nahuatl,
nhk,,Isthmus-Cosoleacaque Nahuatl,
nhm,,Morelos Nahuatl,
nhn,,Central Nahuatl,
nho,,Takuu,
nhp,,Isthmus-Pajapan Nahuatl,
nhq,,Huaxcaleca Nahuatl,
nhr,,Naro,
nht,,Ometepec Nahuatl,
nhu,,Noni,
nhv,,Temascaltepec Nahuatl,
nhw,,Western Huasteca Nahuatl,
nhx,,Isthmus-Mecayapan Nahuatl,
nhy,,Northern Oaxaca Nahuatl,
nhz,,Santa Maria La Alta Nahuatl,
nia,,Nias,
nib,,Nakame,
nid,,Ngandi,
nie,,Niellim,
nif,,Nek,
nig,,Ngalakan,
nih,,Nyiha <Tanzania>,
nii,,Nii,
nij,,Ngaju,
nik,,Southern Nicobarese,
nil,,Nila,
nim,,Nilamba,
nin,,Ninzo,
nio,,Nganasan,
niq,,Nandi,
nir,,Nimboran,
nis,,Nimi,
nit,,Southeastern Kolami,
niu,,Niuean,
niv,,Gilyak,
niw,,Nimo,
nix,,Hema,
niy,,Ngiti,
niz,,Ningil,
nja,,Nzanyi,
njb,,Nocte Naga,
njd,,Ndonde Hamba,
njh,,Lotha Naga,
nji,,Gudanji,
njj,,Njen,
njl,,Njalgulgule,
njm,,Angami Naga,
njn,,Liangmai Naga,
njo,,Ao Naga,
njr,,Njerep,
njs,,Nisa,
njt,,Ndyuka-Trio Pidgin,
nju,,Ngadjunmaya,
njx,,Kunyi,
njy,,Njyem,
njz,,Nyishi,
nka,,Nkoya,
nkb,,Khoibu Naga,
nkc,,Nkongho,
nkd,,Koireng,
nke,,Duke,
nkf,,Inpui Naga,
nkg,,Nekgini,
nkh,,Khezha Naga,
nki,,Thangal Naga,
nkj,,Nakai,
nkk,,Nokuku,
nkm,,Namat,
nkn,,Nkangala,
nko,,Nkonya,
nkp,,Niuatoputapu,
nkq,,Nkami,
nkr,,Nukuoro,
nks,,North Asmat,
nkt,,Nyika <Tanzania>,
nku,,Bouna Kulango,
nkv,,Nyika <Malawi and Zambia>,
nkw,,Nkutu,
nkx,,Nkoroo,
nkz,,Nkari,
nla,,Ngombale,
nlc,,Nalca,
nld,nl,Dutch,
nle,,East Nyala,
nlg,,Gela,
nli,,Grangali,
nlj,,Nyali,
nlk,,Ninia Yali,
nll,,Nihali,
nlm,,Mankiyali,
nlo,,Ngul,
nlq,,Lao Naga,
nlu,,Nchumbulu,
nlv,,Orizaba Nahuatl,
nlw,,Walangama,
nlx,,Nahali,
nly,,Nyamal,
nlz,,Nalogo,
nma,,Maram Naga,
nmb,,Big Nambas,
nmc,,Ngam,
nmd,,Ndumu,
nme,,Mzieme Naga,
nmf,,Tangkhul Naga <India>,
nmg,,Kwasio,
nmh,,Monsang Naga,
nmi,,Nyam,
nmj,,Ngombe <Central African Republic>,
nmk,,Namakura,
nml,,Ndemli,
nmm,,Manangba,
nmn,,Tsasi,
nmo,,Moyon Naga,
nmp,,Nimanbur,
nmq,,Nambya,
nmr,,Nimbari,
nms,,Letemboi,
nmt,,Namonuito,
nmu,,Northeast Maidu,
nmv,,Ngamini,
nmw,,Nimoa,
nmx,,Nama <Papua New Guinea>,
nmy,,Namuyi,
nmz,,Nawdm,
nna,,Nyangumarta,
nnb,,Nande,
nnc,,Nancere,
nnd,,West Ambae,
nne,,Ngandyera,
nnf,,Ngaing,
nng,,Maring Naga,
nnh,,Ngiemboon,
nni,,North Nuaulu,
nnj,,Nyangatom,
nnk,,Nankina,
nnl,,Northern Rengma Naga,
nnm,,Namia,
nnn,,Ngete,
nno,nn,Norwegian Nynorsk,
nnp,,Wancho Naga,
nnq,,Ngindo,
nnr,,Narungga,
nns,,Ningye,
nnt,,Nanticoke,
nnu,,Dwang,
nnv,,Nugunu <Australia>,
nnw,,Southern Nuni,
nny,,Nyangga,
nnz,,Nda'nda',
noa,,Woun Meu,
nob,nb,Norwegian Bokmal,
noc,,Nuk,
nod,,Northern Thai,
noe,,Nimadi,
nof,,Nomane,
nog,,Nogai,
noh,,Nomu,
noi,,Noiri,
noj,,Nonuya,
nok,,Nooksack,
nol,,Nomlaki,
nom,,Nocaman,
non,,Old Norse,
nop,,Numanggang,
noq,,Ngongo,
nor,no,Norwegian,
nos,,Eastern Nisu,
not,,Nomatsiguenga,
nou,,Ewage-Notu,
nov,,Novial,
now,,Nyambo,
noy,,Noy,
noz,,Nayi,
npa,,Nar Phu,
npb,,Nupbikha,
npg,,Ponyo-Gongwang Naga,
nph,,Phom Naga,
npi,,Nepali,
npl,,Southeastern Puebla Nahuatl,
npn,,Mondropolon,
npo,,Pochuri Naga,
nps,,Nipsan,
npu,,Puimei Naga,
npx,,Noipx,
npy,,Napu,
nqg,,Southern Nago,
nqk,,Kura Ede Nago,
nql,,Ngendelengo,
nqm,,Ndom,
nqn,,Nen,
nqo,,N'Ko,
nqq,,Kyan-Karyaw Naga,
nqy,,Akyaung Ari Naga,
nra,,Ngom,
nrb,,Nara,
nrc,,Noric,
nre,,Southern Rengma Naga,
nrf,,Jerriais,
nrg,,Narango,
nri,,Chokri Naga,
nrk,,Ngarla,
nrl,,Ngarluma,
nrm,,Narom,
nrn,,Norn,
nrp,,North Picene,
nrr,,Norra,
nrt,,Northern Kalapuya,
nru,,Narua,
nrx,,Ngurmbur,
nrz,,Lala,
nsa,,Sangtam Naga,
nsc,,Nshi,
nsd,,Southern Nisu,
nse,,Nsenga,
nsf,,Northwestern Nisu,
nsg,,Ngasa,
nsh,,Ngoshie,
nsi,,Nigerian Sign Language,
nsk,,Naskapi,
nsl,,Norwegian Sign Language,
nsm,,Sumi Naga,
nsn,,Nehan,
nso,,Pedi,
nsp,,Nepalese Sign Language,
nsq,,Northern Sierra Miwok,
nsr,,Maritime Sign Language,
nss,,Nali,
nst,,Tase Naga,
nsu,,Sierra Negra Nahuatl,
nsv,,Southwestern Nisu,
nsw,,Navut,
nsx,,Nsongo,
nsy,,Nasal,
nsz,,Nisenan,
ntd,,Northern Tidung,
nte,,Nathembo,
ntg,,Ngantangarra,
nti,,Natioro,
ntj,,Ngaanyatjarra,
ntk,,Ikoma-Nata-Isenye,
ntm,,Nateni,
nto,,Ntomba,
ntp,,Northern Tepehuan,
ntr,,Delo,
ntu,,Natugu,
ntw,,Nottoway,
ntx,,Tangkhul Naga <Myanmar>,
nty,,Mantsi,
ntz,,Natanzi,
nua,,Yuanga,
nub,,Nubian,
nuc,,Nukuini,
nud,,Ngala,
nue,,Ngundu,
nuf,,Nusu,
nug,,Nungali,
nuh,,Ndunda,
nui,,Ngumbi,
nuj,,Nyole,
nuk,,Nuu-chah-nulth,
nul,,Nusa Laut,
num,,Niuafo'ou,
nun,,Anong,
nuo,,Nguon,
nup,,Nupe-Nupe-Tako,
nuq,,Nukumanu,
nur,,Nukuria,
nus,,Nuer,
nut,,Nung <Viet Nam>,
nuu,,Ngbundu,
nuv,,Northern Nuni,
nuw,,Nguluwan,
nux,,Mehek,
nuy,,Nunggubuyu,
nuz,,Tlamacazapa Nahuatl,
nvh,,Nasarian,
nvm,,Namiae,
nvo,,Nyokon,
nwa,,Nawathinehena,
nwb,,Nyabwa,
nwc,,Classical Newari,
nwe,,Ngwe,
nwg,,Ngayawung,
nwi,,Southwest Tanna,
nwm,,Nyamusa-Molo,
nwo,,Nauo,
nwr,,Nawaru,
nwx,,Middle Newar,
nwy,,Nottoway-Meherrin,
nxa,,Nauete,
nxd,,Ngando <Democratic Republic of Congo>,
nxe,,Nage,
nxg,,Ngad'a,
nxi,,Nindi,
nxk,,Koki Naga,
nxl,,South Nuaulu,
nxm,,Numidian,
nxn,,Ngawun,
nxo,,Ndambomo,
nxq,,Naxi,
nxr,,Ninggerum,
nxu,,Narau,
nxx,,Nafri,
nya,ny,Nyanja,
nyb,,Nyangbo,
nyc,,Nyanga-li,
nyd,,Nyore,
nye,,Nyengo,
nyf,,Giryama,
nyg,,Nyindu,
nyh,,Nyigina,
nyi,,Ama <Sudan>,
nyj,,Nyanga,
nyk,,Nyaneka,
nyl,,Nyeu,
nym,,Nyamwezi,
nyn,,Nyankole,
nyo,,Nyoro,
nyp,,Nyang'i,
nyq,,Nayini,
nyr,,Nyiha <Malawi>,
nys,,Nyunga,
nyt,,Nyawaygi,
nyu,,Nyungwe,
nyv,,Nyulnyul,
nyw,,Nyaw,
nyx,,Nganyaywana,
nyy,,Nyakyusa-Ngonde,
nza,,Tigon Mbembe,
nzb,,Njebi,
nzd,,Nzadi,
nzi,,Nzima,
nzk,,Nzakara,
nzm,,Zeme Naga,
nzs,,New Zealand Sign Language,
nzu,,Teke-Nzikou,
nzy,,Nzakambay,
nzz,,Nanga Dama Dogon,
oaa,,Orok,
oac,,Oroch,
oar,,Old Aramaic,
oav,,Old Avar,
obi,,Obispeno,
obk,,Southern Bontok,
obl,,Oblo,
obm,,Moabite,
obo,,Obo Manobo,
obr,,Old Burmese,
obt,,Old Breton,
obu,,Obulom,
oca,,Ocaina,
och,,Old Chinese,
oci,oc,Occitan,
oco,,Old Cornish,
ocu,,Atzingo Matlatzinca,
oda,,Odut,
odk,,Od,
odt,,Old Dutch,
odu,,Odual,
ofo,,Ofo,
ofs,,Old Frisian,
ofu,,Efutop,
ogb,,Ogbia,
ogc,,Ogbah,
oge,,Old Georgian,
ogg,,Ogbogolo,
ogo,,Khana,
ogu,,Ogbronuagum,
oht,,Old Hittite,
ohu,,Old Hungarian,
oia,,Oirata,
oin,,Inebu One,
ojb,,Northwestern Ojibwa,
ojc,,Central Ojibwa,
ojg,,Eastern Ojibwa,
oji,oj,Ojibwa,
ojp,,Old Japanese,Classical Japanese; Early Middle Japanese
ojs,,Severn Ojibwa,
ojv,,Ontong Java,
ojw,,Western Ojibwa,
oka,,Okanagan,
okb,,Okobo,
okd,,Okodia,
oke,,Okpe <Southwestern Edo>,
okg,,Koko Babangk,
okh,,Koresh-e Rostam,
oki,,Okiek,
okj,,Oko-Juwoi,
okk,,Kwamtim One,
okl,,Old Kentish Sign Language,
okm,,Middle Korean,
okn,,Oki-No-Erabu,
oko,,Old Korean,
okr,,Kirike,
oks,,Oko-Eni-Osayen,
oku,,Oku,
okv,,Orokaiva,
okx,,Okpe <Northwestern Edo>,
ola,,Walungge,
old,,Mochi,
ole,,Olekha,
olk,,Olkol,
olm,,Oloma,
olo,,Livvi,
olr,,Olrat,
olt,,Old Lithuanian,
olu,,Kuvale,
oma,,Omaha-Ponca,
omb,,East Ambae,
omc,,Mochica,
omg,,Omagua,
omi,,Omi,
omk,,Omok,
oml,,Ombo,
omn,,Minoan,
omo,,Utarmbung,
omp,,Old Manipuri,
omr,,Old Marathi,
omt,,Omotik,
omu,,Omurano,
omw,,South Tairora,
omx,,Old Mon,
ona,,Ona,
onb,,Lingao,
one,,Oneida,
ong,,Olo,
oni,,Onin,
onj,,Onjob,
onk,,Kabore One,
onn,,Onobasulu,
ono,,Onondaga,
onp,,Sartang,
onr,,Northern One,
ons,,Ono,
ont,,Ontenu,
onu,,Unua,
onw,,Old Nubian,
onx,,Onin Based Pidgin,
ood,,Tohono O'odham,
oog,,Ong,
oon,,Onge,
oor,,Oorlams,
oos,,Old Ossetic,
opa,,Okpamheri,
opk,,Kopkaka,
opm,,Oksapmin,
opo,,Opao,
opt,,Opata,
opy,,Ofaye,
ora,,Oroha,
orc,,Orma,
ore,,Orejon,
org,,Oring,
orh,,Oroqen,
ori,or,Oriya,
orm,om,Oromo,
orn,,Orang Kanaq,
oro,,Orokolo,
orr,,Oruma,
ors,,Orang Seletar,
ort,,Adivasi Oriya,
oru,,Ormuri,
orv,,Old Russian,Old East Slavic
orw,,Oro Win,
orx,,Oro,
ory,,Odia,
orz,,Ormu,
osa,,Osage,
osc,,Oscan,
osi,,Osing,
oso,,Ososo,
osp,,Old Spanish,Old Castilian
oss,os,Ossetian,
ost,,Osatu,
osu,,Southern One,
osx,,Old Saxon,Old Low German
ota,,Ottoman Turkish,
otb,,Old Tibetan,
otd,,Ot Danum,
ote,,Mezquital Otomi,
oti,,Oti,
otk,,Old Turkish,
otl,,Tilapa Otomi,
otm,,Eastern Highland Otomi,
otn,,Tenango Otomi,
otq,,Queretaro Otomi,
otr,,Otoro,
ots,,Estado de Mexico Otomi,
ott,,Temoaya Otomi,
otu,,Otuke,
otw,,Ottawa,
otx,,Texcatepec Otomi,
oty,,Old Tamil,
otz,,Ixtenco Otomi,
oua,,Tagargrent,
oub,,Glio-Oubi,
oue,,Oune,
oui,,Old Uighur,
oum,,Ouma,
ovd,,Elfdalian,
owi,,Owiniga,
owl,,Old Welsh,Hen Gymraeg
oyb,,Oy,
oyd,,Oyda,
oym,,Wayampi,
oyy,,Oya'oya,
ozm,,Koonzime,
pab,,Parecis,
pac,,Pacoh,
pad,,Paumari,
pae,,Pagibete,
paf,,Paranawat,
pag,,Pangasinan,
pah,,Tenharim,
pai,,Pe,
pak,,Parakana,
pal,,Pahlavi,Middle Persian; Middle Iranian
pam,,Pampanga,Kapampangan; Pampangan
pan,pa,Panjabi,
pao,,Northern Paiute,
pap,,Papiamento,
paq,,Parya,
par,,Panamint,
pas,,Papasena,
pat,,Papitalai,
pau,,Palauan,
pav,,Pakaasnovos,
paw,,Pawnee,
pax,,Pankarare,
pay,,Pech,
paz,,Pankararu,
pbb,,Paez,
pbc,,Patamona,
pbe,,Mezontla Popoloca,
pbf,,Coyotepec Popoloca,
pbg,,Paraujano,
pbh,,E'napa Woromaipu,
pbi,,Parkwa,
pbl,,Mak <Nigeria>,
pbm,,Puebla Mazatec,
pbn,,Kpasam,
pbo,,Papel,
pbp,,Badyara,
pbr,,Pangwa,
pbs,,Central Pame,
pbt,,Southern Pashto,
pbu,,Northern Pashto,
pbv,,Pnar,
pby,,Pyu <Papua New Guinea>,
pca,,Santa Ines Ahuatempan Popoloca,
pcb,,Pear,
pcc,,Bouyei,
pcd,,Picard,
pce,,Ruching Palaung,
pcf,,Paliyan,
pcg,,Paniya,
pch,,Pardhan,
pci,,Duruwa,
pcj,,Parenga,
pck,,Paite Chin,
pcl,,Pardhi,
pcm,,Nigerian Pidgin,Nigerian Pidgin English
pcn,,Piti,
pcp,,Pacahuara,
pcw,,Pyapun,
pda,,Anam,
pdc,,Pennsylvania German,
pdi,,Pa Di,
pdn,,Podena,
pdo,,Padoe,
pdt,,Plautdietsch,
pdu,,Kayan,
pea,,Peranakan Indonesian,
peb,,Eastern Pomo,
ped,,Mala <Papua New Guinea>,
pee,,Taje,
pef,,Northeastern Pomo,
peg,,Pengo,
peh,,Bonan,
pei,,Chichimeca-Jonaz,
pej,,Northern Pomo,
pek,,Penchal,
pel,,Pekal,
pem,,Phende,
peo,,Old Persian,
pep,,Kunja,
peq,,Southern Pomo,
pes,,Iranian Persian,
pev,,Pemono,
pex,,Petats,
pey,,Petjo,
pez,,Eastern Penan,
pfa,,Paafang,
pfe,,Peere,
pfl,,Pfaelzisch,
pga,,Sudanese Creole Arabic,
pgd,,Gandhari,
pgg,,Pangwali,
pgi,,Pagi,
pgk,,Rerep,
pgl,,Primitive Irish,
pgn,,Paelignian,
pgs,,Pangseng,
pgu,,Pagu,
pgz,,Papua New Guinean Sign Language,
pha,,Pa-Hng,
phd,,Phudagi,
phg,,Phuong,
phh,,Phukha,
phk,,Phake,
phl,,Phalura,
phm,,Phimbi,
phn,,Phoenician,
pho,,Phunoi,
phq,,Phana',
phr,,Pahari-Potwari,
pht,,Phu Thai,
phu,,Phuan,
phv,,Pahlavani,
phw,,Phangduwali,
pia,,Pima Bajo,
pib,,Yine,
pic,,Pinji,
pid,,Piaroa,
pie,,Piro,
pif,,Pingelapese,
pig,,Pisabo,
pih,,Pitcairn-Norfolk,
pii,,Pini,
pij,,Pijao,
pil,,Yom,
pim,,Powhatan,
pin,,Piame,
pio,,Piapoco,
pip,,Pero,
pir,,Piratapuyo,
pis,,Pijin,
pit,,Pitta Pitta,
piu,,Pintupi-Luritja,
piv,,Pileni,
piw,,Pimbwe,
pix,,Piu,
piy,,Piya-Kwonci,
piz,,Pije,
pjt,,Pitjantjatjara,
pka,,Ardhamagadhi Prakrit,
pkb,,Pokomo,
pkc,,Paekche,
pkg,,Pak-Tong,
pkh,,Pankhu,
pkn,,Pakanha,
pko,,Pokoot,
pkp,,Pukapuka,
pkr,,Attapady Kurumba,
pks,,Pakistan Sign Language,
pkt,,Maleng,
pku,,Paku,
pla,,Miani,
plb,,Polonombauk,
plc,,Central Palawano,
pld,,Polari,
ple,,Palu'e,
plg,,Pilaga,
plh,,Paulohi,
pli,pi,Pali,
plj,,Polci,
plk,,Kohistani Shina,
pll,,Shwe Palaung,
pln,,Palenquero,
plo,,Oluta Popoluca,
plp,,Palpa,
plq,,Palaic,
plr,,Palaka Senoufo,
pls,,San Marcos Tlacoyalco Popoloca,
plt,,Plateau Malagasy,
plu,,Palikur,
plv,,Southwest Palawano,
plw,,Brooke's Point Palawano,
ply,,Bolyu,
plz,,Paluan,
pma,,Paama,
pmb,,Pambia,
pmd,,Pallanganmiddang,
pme,,Pwaamei,
pmf,,Pamona,
pmh,,Maharastri Prakrit,
pmi,,Northern Pumi,
pmj,,Southern Pumi,
pmk,,Pamlico,
pml,,Lingua Franca,
pmm,,Pomo,
pmn,,Pam,
pmo,,Pom,
pmq,,Northern Pame,
pmr,,Paynamar,
pms,,Piemontese,
pmt,,Tuamotuan,
pmw,,Plains Miwok,
pmx,,Poumei Naga,
pmy,,Papuan Malay,
pmz,,Southern Pame,
pna,,Punan Bah-Biau,
pnb,,Western Panjabi,
pnc,,Pannei,
pne,,Western Penan,
png,,Pongu,
pnh,,Penrhyn,
pni,,Aoheng,
pnj,,Pinjarup,
pnk,,Paunaka,
pnl,,Paleni,
pnm,,Punan Batu 1,
pnn,,Pinai-Hagahai,
pno,,Panobo,
pnp,,Pancana,
pnq,,Pana <Burkina Faso>,
pnr,,Panim,
pns,,Ponosakan,
pnt,,Pontic,
pnu,,Jiongnai Bunu,
pnv,,Pinigura,
pnw,,Panytyima,
pnx,,Phong-Kniang,
pny,,Bapinyi,
pnz,,Pana <Central African Republic>,
poc,,Poqomam,
poe,,San Juan Atzingo Popoloca,
pof,,Poke,
pog,,Potiguara,
poh,,Poqomchi',
poi,,Highland Popoluca,
pok,,Pokanga,
pol,pl,Polish,
pom,,Southeastern Pomo,
pon,,Pohnpeian,
poo,,Central Pomo,
pop,,Pwapwa,
poq,,Texistepec Popoluca,
por,pt,Portuguese,
pos,,Sayula Popoluca,
pot,,Potawatomi,
pov,,Upper Guinea Crioulo,Guiné-Bissau Creole; Guinea Bissau Creole; Guine Bissau Creole; Guiné Bissau Creole
pow,,San Felipe Otlaltepec Popoloca,
pox,,Polabian,
poy,,Pogolo,
ppe,,Papi,
ppi,,Paipai,
ppk,,Uma,
ppl,,Pipil,
ppm,,Papuma,
ppn,,Papapana,
ppo,,Folopa,
ppp,,Pelende,
ppq,,Pei,
pps,,San Luis Temalacayuca Popoloca,
ppt,,Pare,
ppu,,Papora,
pqa,,Pa'a,
pqm,,Malecite-Passamaquoddy,
prc,,Parachi,
prd,,Parsi-Dari,
pre,,Principense,
prf,,Paranan,
prg,,Prussian,Old Prussian
prh,,Porohanon,
pri,,Paici,
prk,,Parauk,
prl,,Peruvian Sign Language,
prm,,Kibiri,
prn,,Prasuni,
pro,,Old Provencal,Old Occitan
prp,,Parsi,
prq,,Asheninka Perene,
prr,,Puri,
prs,,Dari,Afgani
prt,,Phai,
pru,,Puragi,
prw,,Parawen,
prx,,Purik,
prz,,Providencia Sign Language,
psa,,Asue Awyu,
psc,,Persian Sign Language,
psd,,Plains Indian Sign Language,
pse,,Central Malay,
psg,,Penang Sign Language,
psh,,Southwest Pashai,
psi,,Southeast Pashai,
psl,,Puerto Rican Sign Language,
psm,,Pauserna,
psn,,Panasuan,
pso,,Polish Sign Language,
psp,,Philippine Sign Language,
psq,,Pasi,
psr,,Portuguese Sign Language,
pss,,Kaulong,
pst,,Central Pashto,
psu,,Sauraseni Prakrit,
psw,,Port Sandwich,
psy,,Piscataway,
pta,,Pai Tavytera,
pth,,Pataxo Ha-Ha-Hae,
pti,,Pintiini,
ptn,,Patani,
pto,,Zo'e,
ptp,,Patep,
ptq,,Pattapu,
ptr,,Piamatsina,
ptt,,Enrekang,
ptu,,Bambam,
ptv,,Port Vato,
ptw,,Pentlatch,
pty,,Pathiya,
pua,,Western Highland Purepecha,
pub,,Purum,
puc,,Punan Merap,
pud,,Punan Aput,
pue,,Puelche,
puf,,Punan Merah,
pug,,Phuie,
pui,,Puinave,
puj,,Punan Tubu,
pum,,Puma,
puo,,Puoc,
pup,,Pulabu,
puq,,Puquina,
pur,,Purubora,
pus,ps,Pushto,
put,,Putoh,
puu,,Punu,
puw,,Puluwatese,
pux,,Puare,
puy,,Purisimeno,
pwa,,Pawaia,
pwb,,Panawa,
pwg,,Gapapaiwa,
pwi,,Patwin,
pwm,,Molbog,
pwn,,Paiwan,
pwo,,Pwo Western Karen,
pwr,,Powari,
pww,,Pwo Northern Karen,
pxm,,Quetzaltepec Mixe,
pye,,Pye Krumen,
pym,,Fyam,
pyn,,Poyanawa,
pys,,Paraguayan Sign Language,
pyu,,Puyuma,
pyx,,Pyu <Myanmar>,
pyy,,Pyen,
pzn,,Para Naga,
qaa,,Dothraki,
qab,,Valyrian,
qac,,Elvish,
qad,,Hylian,
qae,,Omnic,
qaf,,Khuzdul,
qag,,Atlantean,
qah,,Amarizana,
qai,,Na'vi,
qaj,,Ulu,
qak,,Loglan,
qal,,Ithkuil,
qam,,Babm,
qan,,Solresol,
qao,,Santa Rosa,
qap,,Manglish,
qaq,,Singlish,
qar,,Thongho,
qas,,Enochian,
qat,,Europanto,
qau,,Buddhist Hybrid Sanskrit,
qax,,San Jose,
qay,,"Western Desert, Ooldea",
qaz,,One,
qbb,,Old Latin,
qbe,,Patagon,
qbf,,Choko,
qbh,,Manao,
qbj,,"Guetar, Brusela",
qbn,,Dorasque,
qbp,,Custenau,
qbt,,Alyentiyak,
qbx,,Cholon,
qby,,Bayanga,
qcb,,Parana Boaboa,
qcc,,Yehubde,
qcd,,Muellama,
qce,,Kariai,
qch,,Seldjukisch,
qci,,Pakishan,
qcm,,Limba,
qco,,Yupiltepegue,
qcs,,Tapachula Mijean,
qct,,Praenestinian,
qcu,,Russonorsk,
qcv,,Latacunga,
qcx,,Mukuchi,
qcy,,Neo-Babylonian,
qda,,Guazacapan,
qdc,,Santa Cruz,
qdh,,Chapacura,
qdi,,Muoi,
qdj,,Kangsiangying,
qdk,,Ko-p'u,
qdl,,Runictext,
qds,,Churuya,
qdt,,Pacific Coast Alaskan Eskimo,
qdu,,Maguri,
qdv,,Waura-Meinaku,
qdw,,"Yuki, Coast Yuki",
qea,,Waicuri,
qeb,,Neutral Huron,
qee,,Similaton,
qef,,Katembrí,
qei,,Weima,
qep,,Guanaca,
qeq,,Lanuvian,
qer,,Elfdalian,
qes,,Mascouten,
qet,,Kiaokio,
qey,,Sam'alian,
qez,,Culino,
qfc,,Margua,
qfd,,Cabere,
qfe,,Kapixana,
qff,,Nutabe,
qfg,,Jirajara,
qfi,,Sechura,
qfj,,Ded Mongol,
qfk,,Wachi,
qfq,,Tudza,
qfr,,Duampu,
qfs,,Langet,
qfu,,Matanaui,
qfx,,Ogham Irish,
qfy,,Amonap,
qfz,,Liang-shan,
qgb,,Millcayac,
qgd,,Gandole,
qge,,Quimbaya,
qgg,,Ammonite,
qgh,,Kyao,
qgj,,Membreno,
qgk,,Middle Greek,
qgl,,Erie,
qgn,,Khwe,
qgp,,Tiquie,
qgq,,Inyeri,
qgu,,Wulguru,
qgv,,Wenro,
qgy,,Wariva,
qgz,,Airo-Sumaghaghe,
qha,,Ollur Gadba,
qhc,,South Wintu,
qhd,,Toledano,
qhf,,Adzaneni,
qhi,,Chumulu,
qhj,,Catio,
qhk,,Upper Umpqua,
qhm,,Leke,
qho,,Payawa,
